"timestamp" "bugsigdb_signatures_genus_metaphlan_exact.gmt" "bugsigdb_signatures_genus_metaphlan.gmt" "bugsigdb_signatures_genus_ncbi_exact.gmt" "bugsigdb_signatures_genus_ncbi.gmt" "bugsigdb_signatures_genus_taxname_exact.gmt" "bugsigdb_signatures_genus_taxname.gmt" "bugsigdb_signatures_mixed_metaphlan.gmt" "bugsigdb_signatures_mixed_ncbi.gmt" "bugsigdb_signatures_mixed_taxname.gmt" "bugsigdb_signatures_species_metaphlan_exact.gmt" "bugsigdb_signatures_species_metaphlan.gmt" "bugsigdb_signatures_species_ncbi_exact.gmt" "bugsigdb_signatures_species_ncbi.gmt" "bugsigdb_signatures_species_taxname_exact.gmt" "bugsigdb_signatures_species_taxname.gmt" "exp.csv" "full_dump.csv" "sig.csv" "stud.csv"
"2026-07-03_15:36_UTC" 9323 9330 9323 9330 9323 9330 13446 13446 13446 6094 6094 6094 6094 6094 6094 8922 15035 14208 2257
"2026-07-03_16:24_UTC" 9323 9330 9323 9330 9323 9330 13447 13447 13447 6095 6095 6095 6095 6095 6095 8922 15036 14209 2257
"2026-07-03_18:21_UTC" 9323 9330 9323 9330 9323 9330 13450 13450 13450 6097 6097 6097 6097 6097 6097 8922 15039 14213 2257
"2026-07-03_20:21_UTC" 9323 9330 9323 9330 9323 9330 13450 13450 13450 6097 6097 6097 6097 6097 6097 8922 15039 14213 2257
"2026-07-03_22:17_UTC" 9323 9330 9323 9330 9323 9330 13450 13450 13450 6097 6097 6097 6097 6097 6097 8922 15039 14216 2257
"2026-07-03_23:18_UTC" 9323 9330 9323 9330 9323 9330 13450 13450 13450 6097 6097 6097 6097 6097 6097 8922 15039 14216 2257
"2026-07-04_01:27_UTC" 9323 9330 9323 9330 9323 9330 13450 13450 13450 6097 6097 6097 6097 6097 6097 8922 15039 14216 2257
"2026-07-04_02:54_UTC" 9323 9330 9323 9330 9323 9330 13450 13450 13450 6097 6097 6097 6097 6097 6097 8922 15039 14216 2257
"2026-07-04_04:13_UTC" 9323 9330 9323 9330 9323 9330 13450 13450 13450 6097 6097 6097 6097 6097 6097 8922 15039 14216 2257
"2026-07-04_07:53_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6097 6097 6097 6097 6097 6097 8922 15037 14214 2257
"2026-07-04_08:50_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6097 6097 6097 6097 6097 6097 8922 15037 14214 2257
"2026-07-04_09:38_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6097 6097 6097 6097 6097 6097 8922 15037 14214 2257
"2026-07-04_10:35_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6097 6097 6097 6097 6097 6097 8922 15037 14214 2257
"2026-07-04_11:25_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6097 6097 6097 6097 6097 6097 8922 15037 14214 2257
"2026-07-04_12:17_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6097 6097 6097 6097 6097 6097 8922 15037 14214 2257
"2026-07-04_13:24_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14214 2257
"2026-07-04_14:25_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14214 2257
"2026-07-04_15:20_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14214 2257
"2026-07-04_16:16_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14214 2257
"2026-07-04_18:15_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14215 2257
"2026-07-04_19:23_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14215 2257
"2026-07-04_20:16_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14215 2257
"2026-07-04_21:15_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14215 2257
"2026-07-04_22:14_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14215 2257
"2026-07-04_23:15_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14215 2257
"2026-07-05_00:15_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14217 2257
"2026-07-05_01:28_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14218 2257
"2026-07-05_02:55_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14218 2257
"2026-07-05_04:22_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14218 2257
"2026-07-05_06:16_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14218 2257
"2026-07-05_07:55_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14218 2257
"2026-07-05_09:00_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14218 2257
"2026-07-05_11:25_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14218 2257
"2026-07-05_12:22_UTC" 9321 9328 9321 9328 9321 9328 13448 13448 13448 6098 6098 6098 6098 6098 6098 8922 15037 14218 2257
"2026-07-05_14:26_UTC" 9321 9328 9321 9328 9321 9328 13453 13453 13453 6100 6100 6100 6100 6100 6100 8927 15042 14218 2257
"2026-07-05_15:22_UTC" 9321 9328 9321 9328 9321 9328 13453 13453 13453 6100 6100 6100 6100 6100 6100 8927 15042 14218 2257
"2026-07-05_16:18_UTC" 9321 9328 9321 9328 9321 9328 13453 13453 13453 6100 6100 6100 6100 6100 6100 8927 15042 14218 2257
"2026-07-05_19:24_UTC" 9321 9328 9321 9328 9321 9328 13453 13453 13453 6100 6100 6100 6100 6100 6100 8928 15043 14218 2258
"2026-07-05_21:18_UTC" 9322 9329 9322 9329 9322 9329 13455 13455 13455 6100 6100 6100 6100 6100 6100 8930 15045 14222 2258
"2026-07-05_23:17_UTC" 9325 9332 9325 9332 9325 9332 13458 13458 13458 6104 6104 6104 6104 6104 6104 8931 15047 14225 2258
"2026-07-06_00:16_UTC" 9327 9334 9327 9334 9327 9334 13459 13459 13459 6106 6106 6106 6106 6106 6106 8932 15049 14226 2258
"2026-07-06_01:28_UTC" 9327 9334 9327 9334 9327 9334 13459 13459 13459 6106 6106 6106 6106 6106 6106 8932 15049 14226 2258
"2026-07-06_02:55_UTC" 9327 9334 9327 9334 9327 9334 13459 13459 13459 6106 6106 6106 6106 6106 6106 8932 15049 14226 2258
"2026-07-06_04:27_UTC" 9327 9334 9327 9334 9327 9334 13459 13459 13459 6106 6106 6106 6106 6106 6106 8932 15049 14226 2258
"2026-07-06_06:25_UTC" 9327 9334 9327 9334 9327 9334 13459 13459 13459 6106 6106 6106 6106 6106 6106 8932 15049 14226 2258
"2026-07-06_10:24_UTC" 9327 9334 9327 9334 9327 9334 13459 13459 13459 6106 6106 6106 6106 6106 6106 8932 15049 14226 2258
"2026-07-06_12:16_UTC" 9327 9334 9327 9334 9327 9334 13459 13459 13459 6106 6106 6106 6106 6106 6106 8932 15049 14226 2259
"2026-07-06_14:08_UTC" 9330 9337 9330 9337 9330 9337 13462 13462 13462 6108 6108 6108 6108 6108 6108 8934 15052 14229 2259
"2026-07-06_16:04_UTC" 9333 9340 9333 9340 9333 9340 13465 13465 13465 6110 6110 6110 6110 6110 6110 8934 15054 14232 2259
"2026-07-06_17:49_UTC" 9333 9340 9333 9340 9333 9340 13465 13465 13465 6110 6110 6110 6110 6110 6110 8934 15054 14232 2259
"2026-07-06_18:32_UTC" 9333 9340 9333 9340 9333 9340 13465 13465 13465 6110 6110 6110 6110 6110 6110 8934 15054 14232 2259
"2026-07-06_20:33_UTC" 9338 9345 9338 9345 9338 9345 13470 13470 13470 6112 6112 6112 6112 6112 6112 8936 15059 14235 2259
"2026-07-06_21:25_UTC" 9343 9350 9343 9350 9343 9350 13481 13481 13481 6122 6122 6122 6122 6122 6122 8945 15072 14245 2259
"2026-07-06_23:20_UTC" 9352 9359 9352 9359 9352 9359 13499 13499 13499 6137 6137 6137 6137 6137 6137 8955 15090 14263 2259
"2026-07-07_01:28_UTC" 9352 9359 9352 9359 9352 9359 13499 13499 13499 6137 6137 6137 6137 6137 6137 8955 15090 14263 2259
"2026-07-07_04:20_UTC" 9352 9359 9352 9359 9352 9359 13499 13499 13499 6137 6137 6137 6137 6137 6137 8955 15090 14263 2259
"2026-07-07_06:18_UTC" 9352 9359 9352 9359 9352 9359 13499 13499 13499 6137 6137 6137 6137 6137 6137 8955 15090 14263 2259
"2026-07-07_08:03_UTC" 9352 9359 9352 9359 9352 9359 13499 13499 13499 6137 6137 6137 6137 6137 6137 8955 15090 14263 2259
"2026-07-07_10:07_UTC" 9351 9358 9351 9358 9351 9358 13497 13497 13497 6136 6136 6136 6136 6136 6136 8955 15089 14261 2259
"2026-07-07_12:43_UTC" 9351 9358 9351 9358 9351 9358 13497 13497 13497 6135 6135 6135 6135 6135 6135 8956 15090 14261 2259
"2026-07-07_13:37_UTC" 9351 9358 9351 9358 9351 9358 13497 13497 13497 6135 6135 6135 6135 6135 6135 8956 15090 14261 2259
"2026-07-07_14:53_UTC" 9352 9359 9352 9359 9352 9359 13498 13498 13498 6135 6135 6135 6135 6135 6135 8957 15091 14262 2259
"2026-07-07_17:35_UTC" 9354 9361 9354 9361 9354 9361 13500 13500 13500 6136 6136 6136 6136 6136 6136 8960 15092 14264 2259
"2026-07-07_19:28_UTC" 9356 9363 9356 9363 9356 9363 13502 13502 13502 6138 6138 6138 6138 6138 6138 8960 15094 14268 2259
"2026-07-07_20:31_UTC" 9358 9365 9358 9365 9358 9365 13504 13504 13504 6140 6140 6140 6140 6140 6140 8960 15096 14270 2259
"2026-07-08_01:26_UTC" 9358 9365 9358 9365 9358 9365 13504 13504 13504 6140 6140 6140 6140 6140 6140 8960 15096 14270 2259
"2026-07-08_02:54_UTC" 9358 9365 9358 9365 9358 9365 13504 13504 13504 6140 6140 6140 6140 6140 6140 8960 15096 14270 2259
"2026-07-08_07:43_UTC" 9358 9365 9358 9365 9358 9365 13516 13516 13516 6150 6150 6150 6150 6150 6150 8961 15109 14282 2259
"2026-07-08_08:45_UTC" 9358 9365 9358 9365 9358 9365 13516 13516 13516 6150 6150 6150 6150 6150 6150 8961 15109 14282 2259
"2026-07-08_09:42_UTC" 9357 9364 9357 9364 9357 9364 13516 13516 13516 6150 6150 6150 6150 6150 6150 8961 15109 14282 2259
"2026-07-08_10:37_UTC" 9357 9364 9357 9364 9357 9364 13518 13518 13518 6150 6150 6150 6150 6150 6150 8963 15111 14284 2259
"2026-07-08_11:31_UTC" 9357 9364 9357 9364 9357 9364 13514 13514 13514 6146 6146 6146 6146 6146 6146 8962 15107 14280 2259
"2026-07-08_17:25_UTC" 9358 9365 9358 9365 9358 9365 13515 13515 13515 6148 6148 6148 6148 6148 6148 8962 15109 14280 2259
"2026-07-08_19:24_UTC" 9358 9365 9358 9365 9358 9365 13515 13515 13515 6148 6148 6148 6148 6148 6148 8962 15109 14280 2259
"2026-07-08_22:17_UTC" 9363 9370 9363 9370 9363 9370 13526 13526 13526 6156 6156 6156 6156 6156 6156 8965 15121 14290 2259
"2026-07-08_23:21_UTC" 9363 9370 9363 9370 9363 9370 13526 13526 13526 6156 6156 6156 6156 6156 6156 8966 15122 14290 2259
"2026-07-09_18:30_UTC" 9367 9374 9367 9374 9367 9374 13535 13535 13535 6162 6162 6162 6162 6162 6162 8969 15130 14301 2260
"2026-07-09_19:26_UTC" 9368 9375 9368 9375 9368 9375 13536 13536 13536 6162 6162 6162 6162 6162 6162 8970 15131 14302 2260
"2026-07-09_20:30_UTC" 9370 9377 9370 9377 9370 9377 13538 13538 13538 6162 6162 6162 6162 6162 6162 8974 15133 14304 2261
"2026-07-10_00:18_UTC" 9372 9379 9372 9379 9372 9379 13546 13546 13546 6168 6168 6168 6168 6168 6168 8974 15140 14312 2261
"2026-07-10_01:26_UTC" 9372 9379 9372 9379 9372 9379 13546 13546 13546 6168 6168 6168 6168 6168 6168 8974 15140 14312 2261
"2026-07-10_06:16_UTC" 9370 9377 9370 9377 9370 9377 13546 13546 13546 6167 6167 6167 6167 6167 6167 8974 15140 14312 2261
"2026-07-10_08:03_UTC" 9370 9377 9370 9377 9370 9377 13546 13546 13546 6167 6167 6167 6167 6167 6167 8974 15140 14312 2261
"2026-07-10_12:41_UTC" 9370 9377 9370 9377 9370 9377 13546 13546 13546 6167 6167 6167 6167 6167 6167 8974 15139 14312 2261
"2026-07-10_14:49_UTC" 9370 9377 9370 9377 9370 9377 13546 13546 13546 6167 6167 6167 6167 6167 6167 8974 15139 14311 2261
"2026-07-10_15:42_UTC" 9370 9377 9370 9377 9370 9377 13546 13546 13546 6167 6167 6167 6167 6167 6167 8974 15139 14311 2261
"2026-07-10_16:38_UTC" 9368 9375 9368 9375 9368 9375 13544 13544 13544 6167 6167 6167 6167 6167 6167 8972 15137 14309 2261
"2026-07-10_17:30_UTC" 9368 9375 9368 9375 9368 9375 13544 13544 13544 6167 6167 6167 6167 6167 6167 8973 15138 14309 2261
"2026-07-10_18:24_UTC" 9368 9375 9368 9375 9368 9375 13544 13544 13544 6167 6167 6167 6167 6167 6167 8973 15138 14309 2261
"2026-07-10_19:25_UTC" 9368 9375 9368 9375 9368 9375 13544 13544 13544 6167 6167 6167 6167 6167 6167 8973 15138 14309 2261
"2026-07-10_20:24_UTC" 9368 9375 9368 9375 9368 9375 13544 13544 13544 6167 6167 6167 6167 6167 6167 8973 15138 14310 2261
"2026-07-10_21:19_UTC" 9368 9375 9368 9375 9368 9375 13544 13544 13544 6168 6168 6168 6168 6168 6168 8973 15138 14310 2261
"2026-07-10_22:16_UTC" 9368 9375 9368 9375 9368 9375 13544 13544 13544 6168 6168 6168 6168 6168 6168 8973 15138 14310 2261
"2026-07-10_23:15_UTC" 9371 9378 9371 9378 9371 9378 13547 13547 13547 6169 6169 6169 6169 6169 6169 8973 15141 14313 2261
"2026-07-11_00:14_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8973 15141 14313 2261
"2026-07-11_01:26_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8973 15141 14313 2261
"2026-07-11_02:54_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8973 15141 14313 2261
"2026-07-11_04:00_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8973 15141 14313 2261
"2026-07-11_05:48_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8973 15141 14313 2261
"2026-07-11_06:38_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8973 15141 14313 2261
"2026-07-11_07:27_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8973 15141 14313 2261
"2026-07-11_08:30_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8973 15141 14313 2261
"2026-07-11_09:25_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8973 15141 14313 2261
"2026-07-11_10:22_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8973 15141 14313 2261
"2026-07-11_11:18_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8973 15141 14313 2261
"2026-07-11_12:11_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8973 15141 14313 2261
"2026-07-11_13:24_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8973 15141 14313 2261
"2026-07-11_14:23_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8973 15141 14313 2261
"2026-07-11_15:16_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8973 15141 14313 2261
"2026-07-11_16:13_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8973 15141 14313 2261
"2026-07-11_17:17_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8973 15141 14313 2261
"2026-07-11_18:12_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-11_19:21_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-11_20:13_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-11_21:11_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-11_22:11_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-11_23:14_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_00:14_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_01:27_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_02:54_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_04:09_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_05:55_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_06:51_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_07:40_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_08:39_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_09:30_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_10:25_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_11:21_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_12:11_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_13:24_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_14:25_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_15:16_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_16:15_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_17:17_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_18:13_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_19:20_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_20:12_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_21:11_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_22:12_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-12_23:13_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-13_00:14_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-13_01:27_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-13_02:54_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8975 15143 14313 2261
"2026-07-13_04:11_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8976 15144 14313 2261
"2026-07-13_05:56_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8977 15145 14313 2261
"2026-07-13_07:58_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8977 15145 14313 2261
"2026-07-13_10:01_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8977 15145 14313 2261
"2026-07-13_11:55_UTC" 9372 9379 9372 9379 9372 9379 13548 13548 13548 6170 6170 6170 6170 6170 6170 8978 15146 14313 2261
"2026-07-13_12:49_UTC" 9373 9380 9373 9380 9373 9380 13549 13549 13549 6170 6170 6170 6170 6170 6170 8978 15146 14314 2261
"2026-07-13_13:41_UTC" 9374 9381 8518 8521 9374 9381 13550 13550 13550 6170 6170 5024 5024 6170 6170 8978 15147 14315 2261
"2026-07-13_14:53_UTC" 9376 9383 9376 9383 9376 9383 13550 13550 13550 6170 6170 6170 6170 6170 6170 8979 15148 14317 2262
"2026-07-13_15:51_UTC" 9379 9386 9379 9386 9379 9386 13553 13553 13553 6172 6172 6172 6172 6172 6172 8982 15153 14319 2262
"2026-07-13_16:44_UTC" 9381 9388 9381 9388 9381 9388 13555 13555 13555 6174 6174 6174 6174 6174 6174 8982 15155 14322 2262
"2026-07-13_17:35_UTC" 9386 9393 9386 9393 9386 9393 13560 13560 13560 6179 6179 6179 6179 6179 6179 8982 15160 14325 2262
"2026-07-13_18:26_UTC" 9386 9393 9386 9393 9386 9393 13560 13560 13560 6179 6179 6179 6179 6179 6179 8982 15160 14325 2262
"2026-07-13_19:24_UTC" 9386 9393 9386 9393 9386 9393 13560 13560 13560 6179 6179 6179 6179 6179 6179 8982 15160 14325 2262
"2026-07-13_20:22_UTC" 9386 9393 9386 9393 9386 9393 13560 13560 13560 6179 6179 6179 6179 6179 6179 8982 15160 14325 2262
"2026-07-13_21:15_UTC" 9391 9398 9391 9398 9391 9398 13565 13565 13565 6181 6181 6181 6181 6181 6181 8984 15165 14328 2262
"2026-07-13_22:14_UTC" 9391 9398 9391 9398 9391 9398 13565 13565 13565 6181 6181 6181 6181 6181 6181 8984 15165 14328 2262
"2026-07-13_23:15_UTC" 9391 9398 9391 9398 9391 9398 13565 13565 13565 6181 6181 6181 6181 6181 6181 8984 15165 14328 2262
"2026-07-14_00:12_UTC" 9391 9398 9391 9398 9391 9398 13565 13565 13565 6181 6181 6181 6181 6181 6181 8984 15165 14328 2262
"2026-07-14_01:26_UTC" 9391 9398 9391 9398 9391 9398 13565 13565 13565 6181 6181 6181 6181 6181 6181 8984 15165 14328 2262
"2026-07-14_02:53_UTC" 9391 9398 9391 9398 9391 9398 13565 13565 13565 6182 6182 6182 6182 6182 6182 8984 15165 14328 2262
"2026-07-14_03:57_UTC" 9391 9398 9391 9398 9391 9398 13565 13565 13565 6182 6182 6182 6182 6182 6182 8984 15165 14328 2262
"2026-07-14_05:43_UTC" 9391 9398 9391 9398 9391 9398 13565 13565 13565 6182 6182 6182 6182 6182 6182 8985 15166 14328 2262
"2026-07-14_06:37_UTC" 9391 9398 9391 9398 9391 9398 13565 13565 13565 6182 6182 6182 6182 6182 6182 8985 15166 14328 2263
"2026-07-14_07:30_UTC" 9391 9398 9391 9398 9391 9398 13565 13565 13565 6182 6182 6182 6182 6182 6182 8985 15166 14328 2263
"2026-07-14_08:38_UTC" 9391 9398 9391 9398 9391 9398 13565 13565 13565 6182 6182 6182 6182 6182 6182 8986 15166 14328 2263
